p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.46166294959059e-78	0.730244516186074	0.673	0.489	4.97649781889233e-74	2	RAP1A
2.69042935524329e-77	0.794314973001354	0.707	0.539	5.43897198455983e-73	2	RAPGEF6
1.00326989103728e-76	0.713421489240742	0.589	0.397	2.02821041172096e-72	2	HUWE1
3.78761675218679e-73	0.361589682038588	0.268	0.091	7.65704602622082e-69	2	SEPTIN6
1.59078233834443e-72	0.693037542909267	0.738	0.583	3.21592557519711e-68	2	RABGAP1L
1.22679443447339e-71	0.730246826186123	0.548	0.318	2.48008762873141e-67	2	PIP4K2A
3.56203049249235e-71	0.533081356066783	0.283	0.101	7.20100084362254e-67	2	SKAP1
5.44073689509457e-70	0.595670152923128	0.339	0.141	1.09989937071232e-65	2	RUNX2
7.31322460489554e-70	0.63504363241783	0.632	0.383	1.47844148612568e-65	2	CD44
1.78116804834392e-67	0.434719718606147	0.315	0.123	3.60080932653208e-63	2	LOC114082015
1.53398399739866e-65	0.329574253488519	0.25	0.085	3.10110204914114e-61	2	FAM117A
1.56865540248039e-65	0.545496036873863	0.271	0.1	3.17119376165436e-61	2	GRAMD1B-1
2.94879353434667e-65	0.486421863769953	0.835	0.727	5.96128100903523e-61	2	DHX8
5.11875672168281e-65	0.389906188936794	0.341	0.147	1.0348078588554e-60	2	EVL
6.26787092613216e-65	0.550836512167665	0.348	0.158	1.26711278642688e-60	2	MDFIC
6.92482374837885e-64	0.537875480369737	0.864	0.773	1.39992236897227e-59	2	DDX5
1.16767589351187e-63	1.0814903602487	0.629	0.471	2.36057358632361e-59	2	MTHFD1L
1.34373717264081e-63	0.436438081475641	0.302	0.121	2.71649906821066e-59	2	PRDM1
1.39884623987882e-63	1.05500780979304	0.611	0.446	2.82790755853902e-59	2	TANK
2.19090259443033e-62	0.432684161605939	0.28	0.109	4.42912868490036e-58	2	LPXN
2.62728496700522e-62	0.460494521119315	0.262	0.097	5.31131928929775e-58	2	TENT5C
9.9169867387735e-62	0.516183459946771	0.399	0.198	2.00481803911045e-57	2	MALT1
3.6216301688053e-61	0.307096770962068	0.257	0.095	7.32148754925679e-57	2	ARHGEF6
3.84957416563095e-61	0.404350247160241	0.447	0.223	7.78229913323952e-57	2	CARD11
6.57940931049171e-61	0.509934851650919	0.325	0.142	1.330093386209e-56	2	TSPAN5
4.75765792404568e-60	0.435856137968644	0.477	0.247	9.61808125925075e-56	2	ARHGAP25
1.39109022903867e-58	0.478740953776094	0.425	0.224	2.81222800702457e-54	2	LCP2
6.142581609332e-58	0.334594506723523	0.256	0.096	1.24178429814256e-53	2	STK39
2.40396224603265e-57	0.361466082382866	0.253	0.095	4.85985007657961e-53	2	TRAF3IP3
2.01224717002756e-53	0.801666314526628	0.484	0.31	4.06795887892771e-49	2	AHI1
2.14916958064937e-53	0.722490990446023	0.459	0.28	4.34476122424076e-49	2	LYST
4.53742714070177e-53	0.47078502743645	0.927	0.872	9.1728627076427e-49	2	mikado.WCK01-AAH20201022-F8-rsc00916G1
6.54935052219574e-53	0.869351765653851	0.625	0.437	1.32401670156709e-48	2	BIRC3
1.01284784113565e-52	0.584374630015958	0.728	0.601	2.04757319563984e-48	2	JAK1
1.05717665134221e-52	0.467051678232131	0.383	0.19	2.13718831835342e-48	2	PDE3B
1.14755382186027e-52	0.497002825267897	0.555	0.346	2.31989480627271e-48	2	TNIK
5.0369485724153e-52	0.282837789112434	0.25	0.096	1.01826952339948e-47	2	LY9
2.30172677347986e-51	0.495713128679119	0.799	0.745	4.65317084526688e-47	2	RBM39
7.71948303497955e-51	0.376433669651461	0.257	0.103	1.56057069035147e-46	2	IPCEF1
1.32573495474287e-50	0.478049986184474	0.361	0.188	2.68010578450819e-46	2	NDFIP2
1.73830435315985e-49	0.408792866427762	0.301	0.136	3.51415608034796e-45	2	GLCCI1
2.00685254645745e-49	0.699555000956937	0.468	0.296	4.05705310791837e-45	2	DOCK9
1.77416127443856e-48	0.363623346720519	0.342	0.162	3.58664443240499e-44	2	FYB1
5.71375241926685e-48	0.385621277486025	0.347	0.176	1.15509218907899e-43	2	ZDHHC18
1.26584102751447e-47	0.36079916279055	0.251	0.106	2.55902422122324e-43	2	ATAD2
5.77362334421509e-47	0.380978975902434	0.272	0.121	1.16719569526652e-42	2	CCPG1
1.05376730546568e-46	0.674005810798072	0.727	0.601	2.13029598472943e-42	2	mikado.WCK01-AAH20201022-F8-rsc00275G281
5.92129714063062e-45	0.310574959206028	0.303	0.141	1.19704942994989e-40	2	mikado.WCK01-AAH20201022-F8-rsc00334G1
3.22238941154025e-44	0.53979622135178	0.519	0.344	6.51438243436977e-40	2	HIF1A
3.72409525534006e-44	0.545380692837482	0.515	0.344	7.52863096819547e-40	2	ANKRD44
7.44420054413774e-43	0.563938892689805	0.927	0.912	1.50491958200288e-38	2	LOC107134468
1.30373449670029e-42	0.697109605768406	0.334	0.181	2.63562965852931e-38	2	VGLL4
7.93564956374728e-42	0.385271763874754	0.325	0.169	1.60427091580715e-37	2	ARHGEF3
2.47872770126082e-41	0.496862418433883	0.471	0.305	5.01099592086888e-37	2	STK4
3.85359089257615e-41	0.296291194657953	0.361	0.193	7.79041934843195e-37	2	CNTRL
5.07278693435616e-41	0.338718119466247	0.274	0.127	1.02551460664944e-36	2	PDE7A
6.50986029062873e-41	0.330332811184122	0.301	0.148	1.3160333563535e-36	2	ACSL4
1.96830910399473e-40	0.495216728546308	0.386	0.23	3.97913368463574e-36	2	MAPRE2
1.33214158834417e-39	0.418673587504605	0.567	0.415	2.69305743499657e-35	2	ANXA5
2.72752995991814e-39	0.431519932182023	0.665	0.481	5.51397456697051e-35	2	FYN
2.77048890637153e-39	0.700279132369979	0.612	0.497	5.60082037312068e-35	2	CBLB
9.55789471773066e-39	0.460021855968553	0.339	0.193	1.93222399613643e-34	2	COX4I1
4.0006783122435e-38	0.292280987099446	0.408	0.229	8.08777127603146e-34	2	LCP1
4.35416340325913e-38	0.374797048640251	0.322	0.174	8.80237673602865e-34	2	SLC25A26
4.58792100438622e-38	0.473984051820153	0.372	0.226	9.27494110246719e-34	2	STK38
5.40145394836637e-38	0.573707718465547	0.476	0.324	1.09195793020174e-33	2	SSH2
1.30557952532434e-37	0.387696581855749	0.327	0.179	2.63935956839568e-33	2	PHTF2
2.0191895721553e-37	0.568742791051225	0.55	0.379	4.08199363906915e-33	2	SETBP1
1.51629171160711e-36	0.529108516282308	0.324	0.179	3.06533532418494e-32	2	PLCL2
2.65575408130584e-36	0.539616214097032	0.443	0.284	5.36887245076788e-32	2	ARAP2
2.87565571132484e-35	0.457167648399219	0.679	0.604	5.8134255860143e-31	2	KMT2E
3.63520509228641e-35	0.592375012162497	0.508	0.371	7.34893061456621e-31	2	JARID2
4.20778876765784e-35	0.522879184368726	0.462	0.327	8.50646577269709e-31	2	FOXP1
1.03183068387108e-34	0.26632119275628	0.256	0.125	2.08594891051378e-30	2	MYO5A
1.20572437716153e-34	0.296194595381913	0.253	0.121	2.43749240086975e-30	2	PRKCB
5.99434000123696e-34	0.431341378586082	0.378	0.235	1.21181577465006e-29	2	PTMA
1.23943962069006e-33	0.382555545174691	0.469	0.322	2.50565113718702e-29	2	TNRC6C
1.30547536185193e-33	0.385147950808677	0.352	0.211	2.63914899151987e-29	2	FGFR1OP2
2.44344318800255e-33	0.490744907780992	0.362	0.222	4.93966474886596e-29	2	CNOT6L
4.31402545728205e-32	0.367819191657922	0.37	0.226	8.72123386444139e-28	2	INPP5D
5.44136160914893e-32	0.418516341598871	0.482	0.353	1.10002566290555e-27	2	FNBP4
6.13777847642323e-32	0.428416242739499	0.578	0.432	1.24081329679372e-27	2	CELF2
1.10269391412787e-31	0.40510765249994	0.26	0.138	2.2292060168009e-27	2	TET2
1.38332622560084e-31	0.34842129895019	0.378	0.237	2.79653229767466e-27	2	CYTH1
1.63341041068272e-31	0.338014057850066	0.377	0.236	3.30210248623619e-27	2	PPP1CC
1.05938235633368e-30	0.361793631934486	0.283	0.155	2.14164737156416e-26	2	SEC23B
2.35999542086374e-30	0.461505829136072	0.465	0.332	4.77096674281814e-26	2	EPB41
3.83729720276561e-30	0.451451036747439	0.51	0.393	7.75748002511095e-26	2	SEPTIN7
1.35737961940889e-29	0.475905593540887	0.398	0.248	2.74407863859701e-25	2	GRK5
8.65395546102363e-29	0.721026096371281	0.541	0.431	1.74948363600054e-24	2	TNFAIP8
8.17860853838862e-28	0.393845071011453	0.478	0.356	1.65338750212064e-23	2	OGT
1.13603545547389e-27	0.344593008237908	0.529	0.409	2.29660927678601e-23	2	SF3B1
1.19898450671123e-27	0.629822962056025	0.69	0.656	2.42386707876742e-23	2	ANKRD12
1.09193514615878e-26	0.587085194277903	0.518	0.433	2.20745609147459e-22	2	HBS1L
1.10811646386698e-26	0.367383057812951	0.617	0.53	2.24016824335348e-22	2	B2M
1.15772536026314e-26	0.280854725548844	0.27	0.152	2.34045758830797e-22	2	LNPEP
1.22813848529727e-26	0.566460170662677	0.299	0.183	2.48280476187696e-22	2	RORA
1.27439868558036e-25	0.3133292570631	0.274	0.158	2.57632438276926e-21	2	RESF1
2.02326978911601e-25	0.407435488229193	0.547	0.447	4.09024220567694e-21	2	CHD2
3.25769867423637e-25	0.457225309224966	0.525	0.422	6.58576363983624e-21	2	ELF1
4.19080051182323e-25	0.617916460824854	0.444	0.339	8.47212231470184e-21	2	B4GALT5
3.33011172702939e-24	0.325839152735735	0.84	0.814	6.73215386736262e-20	2	HNRNPA2B1
9.24530157451866e-24	0.312815923880117	0.306	0.189	1.86903016630469e-19	2	PACS1
1.12996516105088e-23	0.667705926901233	0.523	0.433	2.28433756958046e-19	2	FRYL
3.25118217907347e-23	0.353575979487901	0.523	0.421	6.57258989321492e-19	2	ASXL1
2.97450241954703e-22	0.518807255654871	0.569	0.482	6.01325409135627e-18	2	NCOA2
1.30809875445749e-21	0.341635133104218	0.319	0.209	2.64445244201125e-17	2	KSR1
5.25596667901819e-21	0.304949182069556	0.347	0.23	1.06254622383032e-16	2	TTC39C
8.23153703457437e-21	0.322046029136667	0.275	0.171	1.66408752690955e-16	2	TMEM123
1.34295691113033e-20	0.642782884031578	0.578	0.543	2.71492169154108e-16	2	SIK3
1.36619682652023e-20	0.375478860213631	0.383	0.272	2.7619035044933e-16	2	ZFP36L2
2.33390241155682e-20	0.326287900845835	0.28	0.178	4.71821711520326e-16	2	RPL8
3.87665009148708e-20	0.262176711683673	0.255	0.155	7.83703582495027e-16	2	PFKP
5.12653226752325e-20	0.376404289728133	0.492	0.405	1.0363797632025e-15	2	PIAS1
7.09826073770224e-20	0.35692815329092	0.429	0.329	1.43498439073389e-15	2	TNRC6B
9.44688205825873e-20	0.290619651070713	0.274	0.174	1.90978167689759e-15	2	SEC14L1
1.06140112655412e-19	0.360213570259399	0.412	0.299	2.14572851744181e-15	2	SH3BGRL
1.31489731563329e-19	0.395040970462393	0.333	0.231	2.65819641328425e-15	2	MAN2A1
2.7269322584548e-18	0.255490265753055	0.394	0.294	5.51276625369222e-14	2	DDX46
4.2296369882203e-18	0.424789462668839	0.279	0.178	8.55063413538616e-14	2	mikado.WCK01-AAH20201022-F8-rsc00009G213
4.76909304575945e-18	0.403599845173005	0.496	0.416	9.6411985013073e-14	2	RPS8
7.26822256134145e-18	0.308508477963237	0.285	0.187	1.46934387300079e-13	2	FUT8
1.12083025202379e-17	0.278738981777283	0.481	0.389	2.26587043749129e-13	2	RBPJ
3.40274808653954e-17	0.254031923714108	0.381	0.28	6.87899553174833e-13	2	KMT2A
9.9479380281582e-17	0.294869790740224	0.376	0.277	2.01107515177246e-12	2	PKM
1.49260929671328e-16	0.632225513671444	0.511	0.443	3.01745895423556e-12	2	ZEB2
1.60808580339714e-16	0.272613630101124	0.343	0.237	3.25090626014765e-12	2	NIBAN1
5.4966845855216e-16	0.292038721090819	0.332	0.243	1.11120975580905e-11	2	RPLP1-1
6.07730060874615e-16	0.301806526113571	0.677	0.664	1.22858709106412e-11	2	PRPF4B
2.31469709757395e-15	0.394379207711386	0.336	0.246	4.67939165245549e-11	2	RPL13
4.10475197939267e-15	0.30930610276738	0.28	0.196	8.29816660154022e-11	2	RPS5
6.48368964919252e-15	0.279980037277878	0.333	0.246	1.31074269948076e-10	2	PTPN11
6.68415906311758e-15	0.372639855044643	0.287	0.202	1.35126959619985e-10	2	NEK7
7.1365200096589e-15	0.305891853707607	0.282	0.197	1.44271888515264e-10	2	RPS9
2.06830485870649e-14	0.252115606252896	0.271	0.185	4.18128510236104e-10	2	STIM1
2.34393982557255e-14	0.300455520601118	0.315	0.231	4.73850875137747e-10	2	RPLP0
2.70594253311887e-14	0.473068149243474	0.384	0.308	5.47033342495311e-10	2	UMAD1
3.2925705057069e-14	0.469356732889473	0.319	0.231	6.65626053433706e-10	2	Slc2a3
3.91241046657886e-14	0.472340821552407	0.406	0.328	7.90932899923582e-10	2	THADA
4.04336836612695e-14	0.311618734721472	0.392	0.304	8.17407348896224e-10	2	mikado.WCK01-AAH20201022-F8-rsc00083G1139
4.73846143254418e-14	0.346866823765859	0.325	0.241	9.57927363203132e-10	2	TNFAIP3
6.45134507195428e-14	0.252100365382765	0.281	0.198	1.30420391974628e-09	2	DPY19L4
6.60294897796819e-14	0.322624889469916	0.291	0.206	1.33485216538605e-09	2	MGAT5
1.03372051407604e-13	0.331239893249768	0.486	0.432	2.08976939125613e-09	2	NUP153
1.43242788685185e-13	0.332614222198572	0.303	0.224	2.89579621605971e-09	2	RPS7
2.17035429609927e-13	0.251628318134158	0.317	0.235	4.38758824499429e-09	2	RPL10A
4.04574819603322e-13	0.494327110430515	0.493	0.433	8.17888455310075e-09	2	RNF19A
4.16921610769006e-13	0.267393207680984	0.251	0.174	8.42848728330622e-09	2	FOSL2
4.38733728983014e-13	0.292096710453533	0.608	0.556	8.86944106512061e-09	2	PICALM
3.1345977138233e-12	0.431460793627834	0.524	0.499	6.33690273826519e-08	2	EEF1A1
3.36667564394895e-12	0.279715242770633	0.416	0.344	6.8060714818072e-08	2	ARID4B
3.60221196190415e-12	0.282858528223063	0.357	0.28	7.28223170218543e-08	2	NCOA1
4.52816356557628e-12	0.281981097538171	0.548	0.502	9.154135464169e-08	2	TRA2A
9.40151567081007e-12	0.25485564459705	0.458	0.39	1.90061040801096e-07	2	MATR3
1.00552274602529e-11	0.375389759379938	0.295	0.219	2.03276478336472e-07	2	REL
1.40202201919001e-11	0.276660312659984	0.51	0.449	2.83432771399452e-07	2	PTPN2
3.60037596702493e-11	0.260159080578608	0.287	0.214	7.2785200549376e-07	2	GPD2
4.10525120192884e-11	0.316446718123813	0.441	0.381	8.29917582981935e-07	2	GNAS
4.3237921832853e-11	0.257602712744648	0.424	0.362	8.74097827772956e-07	2	CDC42
2.52173743860167e-10	0.272935580045485	0.277	0.21	5.09794440587714e-06	2	RPS11
1.07746450937244e-09	0.394878379966092	0.38	0.309	2.17820225214733e-05	2	CDK6
2.21812128584901e-09	0.47607799729937	0.411	0.357	4.48415399147236e-05	2	AKT3
2.25903091018211e-09	0.269820660354693	0.426	0.369	4.56685688802414e-05	2	ZNF292
3.33732561055625e-09	0.257615888723836	0.51	0.47	6.74673745430051e-05	2	DDX3X
7.18376055658747e-09	0.454973734941634	0.271	0.21	0.000145226903411972	2	GAPDH-1
7.22989685287112e-09	0.304800453158905	0.333	0.275	0.000146159594777642	2	RPL11
8.69345139223001e-09	0.413467613226445	0.296	0.241	0.000175746813345322	2	KIF5B
1.44225823789128e-08	0.321517431902148	0.455	0.418	0.000291566925372101	2	FBXO11
2.42280467276697e-08	0.268739560847856	0.363	0.314	0.00048979419264657	2	ACTR2
3.48795406419719e-08	0.27216204987424	0.349	0.292	0.000705124793618104	2	ST3GAL3
7.49412031054267e-08	0.30349401909255	0.314	0.264	0.00151501136197931	2	IFRD1
1.32162714476006e-07	0.335422740992378	0.475	0.456	0.00267180143584695	2	BTBD9
1.89070283024252e-07	0.262339177085121	0.296	0.242	0.00382224484161828	2	RPL10;RPL10L
5.46327743726198e-06	0.282468085471129	0.401	0.369	0.110445616671688	2	NEDD9
0.00241100300876226	0.288346092031378	0.407	0.409	1	2	MDN1
0.00284129465817212	0.251107053983868	0.316	0.291	1	2	ARL5B
0.00929131295800187	0.303023666272553	0.272	0.253	1	2	ENO1
0	2.7393866389622	0.919	0.108	0	3	STAB2
0	2.51868112924039	0.888	0.1	0	3	RGS6
0	2.34050541256323	0.78	0.071	0	3	mikado.WCK01-AAH20201022-F8-rsc00154G537
0	1.95789862990163	0.829	0.156	0	3	SLC9A9
0	1.92532842786882	0.855	0.156	0	3	NOSTRIN
0	1.91136223772235	0.865	0.243	0	3	TEX14-2
0	1.89494117127505	0.796	0.176	0	3	PLPP1
0	1.83692602167823	0.86	0.122	0	3	KDR
0	1.72509132628019	0.896	0.206	0	3	PTPRB
0	1.69880468168751	0.983	0.293	0	3	LDB2
0	1.62435068175794	0.862	0.128	0	3	STAB1
0	1.61323772230636	0.835	0.297	0	3	ARL15
0	1.59474661201512	0.884	0.323	0	3	LRMDA
0	1.55136275666038	0.844	0.171	0	3	MAF
0	1.54291728688052	0.845	0.252	0	3	CCSER1
0	1.48273458972363	0.788	0.111	0	3	Gm1110
0	1.47710928701671	0.654	0.069	0	3	KCNMB2
0	1.43579872043698	0.637	0.07	0	3	LOC107984203-2
0	1.40745557715682	0.687	0.133	0	3	LOC114086011-13
0	1.384765207485	0.917	0.266	0	3	PRKG1
0	1.33568005355696	0.713	0.055	0	3	CLEC4G
0	1.3247221348731	0.803	0.142	0	3	ADGRF5
0	1.25673696606564	0.725	0.134	0	3	PCDH17
0	1.21586581837256	0.724	0.134	0	3	PREX2
0	1.19909515222497	0.683	0.105	0	3	HECW2
0	1.19182267740979	0.632	0.063	0	3	EMCN
0	1.15455289490523	0.609	0.094	0	3	LOC114089654
0	1.13507714390326	0.705	0.123	0	3	TEK
0	1.12726609130918	0.647	0.096	0	3	SELENOP
0	1.12535812347968	0.684	0.112	0	3	MRC1
0	1.12026559329365	0.642	0.094	0	3	F8
0	1.10788731626431	0.644	0.085	0	3	OIT3
0	1.08027030094857	0.704	0.135	0	3	CALCRL
0	1.07897614449112	0.7	0.17	0	3	KALRN
0	1.07180769332642	0.655	0.144	0	3	RARB
0	1.07120374644461	0.646	0.05	0	3	CYP4B1
0	1.04578650487755	0.652	0.117	0	3	KIAA1217
0	1.03172519237826	0.562	0.075	0	3	GIPC2
0	1.02905554476998	0.585	0.077	0	3	PLCB4
0	1.02357206515651	0.562	0.027	0	3	CD300LG
0	0.990821414443994	0.534	0.077	0	3	SMAD6
0	0.96831816732587	0.585	0.071	0	3	EHD3
0	0.960384135792658	0.516	0.076	0	3	MYRIP
0	0.931942104245531	0.604	0.085	0	3	ENG
0	0.915665260295612	0.525	0.083	0	3	NHSL2
0	0.909959318954738	0.483	0.032	0	3	DNASE1L3
0	0.907424832136923	0.627	0.088	0	3	LYVE1
0	0.89140304098792	0.49	0.022	0	3	LOC107984203-5
0	0.886675906214538	0.446	0.031	0	3	FMO2
0	0.854107924515292	0.505	0.036	0	3	PLA2R1
0	0.796164971946857	0.453	0.041	0	3	PGM5
0	0.754252574185337	0.48	0.066	0	3	TGFBR3
0	0.722555456602111	0.463	0.051	0	3	ECM2
0	0.715379513759786	0.516	0.072	0	3	FLT4
0	0.684131658835848	0.474	0.038	0	3	PDE2A
0	0.678615119769419	0.497	0.074	0	3	CDH23
0	0.672257213502978	0.378	0.027	0	3	BTNL9
0	0.655408104414545	0.488	0.067	0	3	HSPG2
0	0.638698549673343	0.309	0.015	0	3	IL13RA2
0	0.631813201371531	0.428	0.033	0	3	TINAGL1
0	0.530114495106135	0.339	0.015	0	3	COL13A1
0	0.519770098923962	0.354	0.027	0	3	FZD4
0	0.507761243968855	0.347	0.021	0	3	SYNM
0	0.507007832688465	0.324	0.019	0	3	mikado.WCK01-AAH20201022-F8-rsc00005G120
0	0.506286757239166	0.324	0.015	0	3	GPIHBP1
0	0.423846164229116	0.268	0.011	0	3	SOX18
1.62288971771368e-297	0.743991689647495	0.422	0.053	3.28083385332998e-293	3	RUNX1T1
7.61077155393552e-291	1.64491006084105	0.81	0.288	1.5385935773436e-286	3	PALLD
1.34541659986471e-289	1.15325329458503	0.751	0.221	2.7198941982865e-285	3	CMTM8
9.82072925385417e-287	0.751520744993445	0.469	0.072	1.98535862595916e-282	3	EFNB2
1.20310691894045e-285	1.3024976761224	0.905	0.342	2.43220094733001e-281	3	PTPRM
4.62795984048714e-285	1.11225960462598	0.869	0.29	9.3558836135288e-281	3	mikado.WCK01-AAH20201022-F8-rsc00098G498
5.23964483084623e-283	1.17455209245788	0.732	0.217	1.05924659900387e-278	3	CTSV;CTSL
2.04561818300748e-282	0.456244183996953	0.316	0.027	4.13542171876793e-278	3	EOGT
3.35203477559941e-282	1.49302086449795	0.822	0.297	6.77647350235176e-278	3	PLCB1
8.79267540161927e-282	0.784273013434721	0.574	0.115	1.77752725919135e-277	3	ERG
1.52680187749118e-276	1.0815411577871	0.678	0.186	3.08658267553617e-272	3	LUZP1
2.26610577255423e-276	1.28091346168519	0.685	0.196	4.58115942979562e-272	3	mikado.WCK01-AAH20201022-F8-rsc00089G16
1.19438015985093e-273	0.39961290297787	0.263	0.017	2.41455893115465e-269	3	SLC9A3R2
2.13926996257981e-273	0.777569373741211	0.473	0.077	4.32474815635133e-269	3	ST6GALNAC3
1.43301699489546e-270	0.803602158235624	0.507	0.094	2.89698715688066e-266	3	DAB2
5.33483266558095e-268	0.400684035715935	0.28	0.021	1.07848977167385e-263	3	HYAL2
3.60904913455634e-267	1.05567394036618	0.751	0.22	7.29605373041909e-263	3	ARHGAP28
1.05027795046993e-266	0.510693489556157	0.37	0.044	2.12324190467001e-262	3	PLXND1
4.678215064786e-266	0.843323944714857	0.371	0.044	9.45747957497139e-262	3	TIMP3
2.3919488449138e-261	0.40762618826693	0.256	0.017	4.83556378487774e-257	3	LOC107149019
2.47997999616568e-261	0.685229814301868	0.465	0.079	5.01352756024853e-257	3	CPED1
3.04531633684084e-260	0.652882539309264	0.407	0.059	6.15641150655744e-256	3	TSPAN15
2.50447767580285e-259	0.578859562013615	0.358	0.042	5.06305206940303e-255	3	MID1
2.76344657273999e-259	0.427513043050676	0.318	0.031	5.58658359145117e-255	3	NPR1
1.05181680050389e-255	0.565436379239504	0.414	0.061	2.12635284389867e-251	3	ENPEP
7.44014324387588e-253	0.75291358467883	0.657	0.158	1.50409935818195e-248	3	EGFL7
1.05312617865106e-251	0.844790589908202	0.712	0.193	2.12899988276099e-247	3	ADGRL4
2.56663047410554e-250	0.368580092400843	0.269	0.021	5.18870016645176e-246	3	TMEM255B
2.33215734482994e-249	0.862883839059903	0.441	0.073	4.7146892883082e-245	3	HMCN1
1.96419256427018e-247	1.151571407511	0.879	0.353	3.97081168792859e-243	3	APBB2
1.63784374413735e-246	1.18518468587698	0.932	0.556	3.31106491314807e-242	3	DPYD
5.37920017374591e-246	0.829916232097244	0.595	0.147	1.08745910712447e-241	3	ADGRL2
1.17325535291532e-243	0.431184708945222	0.307	0.031	2.37185302145361e-239	3	ANKRD33B
7.95656092616449e-243	0.642299314169795	0.497	0.095	1.60849835683341e-238	3	PLEKHG1
1.07009624129914e-242	0.839154214855741	0.659	0.174	2.16330656141033e-238	3	SEMA6A
2.06429628585984e-238	0.38282177236623	0.28	0.026	4.17318137149426e-234	3	EXOC3L2
6.49862047119233e-238	0.371118708295867	0.253	0.019	1.31376111445624e-233	3	MFGE8
7.33639650524253e-235	0.878066598740713	0.616	0.168	1.48312591749983e-230	3	ITM2B
1.96643681774827e-231	0.734823380460064	0.622	0.159	3.9753486707599e-227	3	LOC114081927-2
2.67259654008996e-229	0.847451038965303	0.481	0.094	5.40292116544587e-225	3	BMPER
3.24926261807138e-226	0.568735858411659	0.373	0.056	6.5687093086931e-222	3	ID3
7.68985871058908e-225	0.493252507052899	0.341	0.046	1.55458183693269e-220	3	RAMP2
1.01968113954757e-224	0.751081452091985	0.611	0.157	2.06138739170937e-220	3	ITGA9
1.20876749740502e-224	0.359310308823079	0.256	0.022	2.44364437275398e-220	3	CCDC85B
5.32980559798297e-224	0.607904977005314	0.468	0.093	1.07747349968824e-219	3	GNA14
3.72645723828815e-222	0.493958771200397	0.362	0.053	7.53340595292332e-218	3	PBX1
9.40678453308902e-221	0.565912046758173	0.428	0.077	1.90167556120928e-216	3	CSGALNACT1
6.56608464640628e-219	0.509565333054025	0.287	0.031	1.32739967211749e-214	3	ITGA8
2.99852822823566e-218	0.481827210079955	0.379	0.059	6.06182466620122e-214	3	C1QTNF1
3.85610565825975e-218	1.18270613533124	0.6	0.162	7.79550319873791e-214	3	LOC112267992-16
1.46527635912233e-215	0.375050831310273	0.261	0.025	2.9622026876017e-211	3	EML1
6.89944180220832e-215	0.712584383791596	0.57	0.137	1.39479115473443e-210	3	MEIS2
1.05169906036757e-214	0.84899235891148	0.551	0.14	2.12611482043908e-210	3	TMCC3
2.87963024308078e-214	0.941261555004202	0.779	0.26	5.8214604994121e-210	3	FLT1
8.50465773509103e-214	0.555351747378296	0.435	0.083	1.719301607726e-209	3	FXYD6
1.22241119904861e-212	0.8639768101609	0.873	0.334	2.47122647999668e-208	3	RBMS3
3.37804161518809e-208	0.57527554642593	0.377	0.064	6.82904892926425e-204	3	Fcgr2b
3.73891943069788e-206	0.455496412302436	0.338	0.049	7.55859952109883e-202	3	EFNB1
3.49559294719302e-204	1.15094092253586	0.804	0.354	7.0666907020454e-200	3	ITGA1
3.85858230437512e-204	0.562053532987961	0.286	0.034	7.80050998652475e-200	3	SYN3
3.12156100684485e-201	0.94770407254038	0.758	0.284	6.31054773143754e-197	3	MTSS1
6.60052620298742e-200	0.617462637820978	0.315	0.044	1.33436237719594e-195	3	KCTD8
4.35940203527923e-199	0.844600087171558	0.702	0.256	8.8129671545205e-195	3	FER
1.85587256690145e-197	0.41186627415749	0.323	0.046	3.75183198124796e-193	3	ESAM
2.29720737137717e-195	0.412358969833366	0.321	0.047	4.64403442197609e-191	3	FGD5
4.50281429665153e-195	1.10755594901919	0.586	0.175	9.10288938211074e-191	3	HES1
1.67108435274772e-194	0.558193543299317	0.42	0.084	3.37826412751479e-190	3	NR2F2
5.32493639723645e-193	0.917889154356227	0.82	0.371	1.07648914206532e-188	3	TTC28
1.82068791063649e-190	0.595329056848556	0.539	0.133	3.68070268014273e-186	3	TMEM26
3.06628139888143e-189	0.770067606775953	0.651	0.223	6.19879447597871e-185	3	SKAP2
4.30264957039388e-189	0.653139582866356	0.528	0.143	8.69823637150828e-185	3	ASAP2
7.57915294308428e-188	0.578007879181581	0.396	0.078	1.53220155897392e-183	3	OPHN1
1.16932411518913e-184	0.643236566539486	0.526	0.14	2.36390563126635e-180	3	NT5E
2.92671041165825e-180	0.34247936107242	0.256	0.03	5.91663776820831e-176	3	AFAP1L1
2.71505887601271e-177	0.705972810404297	0.604	0.199	5.48876302374729e-173	3	ARHGAP29
4.74703484936101e-176	0.500069119663072	0.463	0.11	9.59660565146823e-172	3	RASIP1
4.9061063694658e-176	0.806725434106432	0.809	0.308	9.91818463651207e-172	3	MEF2C
1.51722215398628e-175	0.77183328162636	0.663	0.239	3.06721630649866e-171	3	EPB41L2
4.25613377613707e-174	0.678665051249001	0.683	0.226	8.6042000418387e-170	3	NRG1
4.83188418678495e-174	0.357484229844427	0.278	0.038	9.76813707200445e-170	3	FKBP9
1.14875042327757e-173	0.455824918938646	0.314	0.051	2.32231385569794e-169	3	mikado.WCK01-AAH20201022-F8-rsc00087G167
2.73719293598536e-173	0.664760345099783	0.536	0.159	5.533509239388e-169	3	ANO10
6.46802143543045e-172	0.488180555600938	0.429	0.097	1.30757521338662e-167	3	BST1
