cv_cor	pp_cor
EMSY	0.038791177729539	-0.0196331149216887
PAK1	0.0316043689927233	0.00597604642576217
AQP11	0.0083567445957433	0.0284647562694135
CLNS1A-1	0.0213496686168694	0.0151487720194506
RSF1	-0.00116252404744096	0.0192385949188531
AAMDC	-0.0356009867954617	0.100896317596823
INTS4	-0.001719198101742	0.00828743931019067
KCTD14	-0.02998890558048	0.0356675304408124
THRSP	-0.0418284158501808	0.063856459839745
NDUFC2;NDUFC2-KCTD14	0.0613771359954044	0.11025865617367
ALG8	0.0108048420533426	0.0168560780435964
GAB2	0.0151200284007097	0.0150225030247695
NARS2	0.0238356759872976	0.0240084975176914
TENM4	-0.016539721503551	-0.000530007412245307
PRCP	0.0327020297787388	0.0266717193270701
RAB30	-0.00503582982543042	0.021284772957163
mikado.WCK01-AAH20201022-F8-rsc00038G1377	0.00684320112292938	0.0462141053418478
mikado.WCK01-AAH20201022-F8-rsc00038G1379	0.00955768226311613	0.0223431688434443
PCF11	0.00927199853203848	0.00410119873256619
ANKRD42	-0.0266894679289359	-0.00621065646529325
CCDC90B	0.0185178458361853	0.0396154078471127
DLG2	0.0181526160925968	-0.00250219614677969
TMEM126B	0.0125119977011929	0.0362602391216104
TMEM126A-1	0.0253054865881263	0.05640616118234
CREBZF	0.00350949648551725	0.0541516946897749
PICALM	0.0188111311273792	0.0377506529277622
EED	-0.00178301958097913	0.059783707825244
HIKESHI	0.00213615836551206	0.0774897606814533
ME3	0.000865562493384645	0.0160505156749656
PRSS23	0.00516549935747479	-0.000717697228291427
TMEM135	-0.000260806411245216	0.0605262969011384
CTSC	-0.00166337832082689	0.217428302031617
FOLH1B;FOLH1	0.0307550587398571	0.0327052942793716
NAALAD2	0.00372055193062421	0.000374287033862738
REST-1	0.0101534253237382	0.023621833063374
PARD6G	-0.00961210955121164	0.0312528666834132
ADNP2	0.0196814564200005	-0.00506198434573422
RBFA	0.00103754949455846	0.0175400996345274
LOC114092753	0.092358314504121	-0.0220237342605557
TXNL4A	0.0210448712474959	0.0811030990958943
HSBP1L1	0.024516930953279	0.0279501917894162
CTDP1	0.0169162486072583	0.00391966564062608
NFATC1	0.00173229407634463	0.013745538695827
ATP9B	0.0144050928066942	0.0283658991101887
MBP	0.0165537152384219	-0.00533740304227163
ZNF516	0.0148733240890801	-0.0120311439917566
ZADH2	0.00183415794015798	0.0361210907183315
CNDP2	0.0798694636702666	0.0408485794489529
CYB5A	0.40308678655267	0.0265941437879869
TIMM21	0.0181860055111277	0.00871538009627594
mikado.WCK01-AAH20201022-F8-rsc00060G48	-0.0133716366518576	-0.0101647387289627
SERPINB8	-0.00222285012177497	0.0335686383021024
VPS4B	-0.000806453844042311	-0.0116805485645078
KDSR	0.0253258335663979	0.0155107685692825
BCL2	0.0256306515303717	0.0121418868479389
ZCCHC2	0.0282510794261471	0.0220767579916457
RELCH	0.0332966352544425	0.0129240254039716
PIGN	0.0115137544761131	0.00757253726518441
LMAN1	0.0150890454942901	0.0766298581276194
SEC11C	0.0295756097133774	0.0889663903401499
ZNF532	0.0190905216822944	0.0197038105467371
MALT1	0.0135415724051941	0.0104360034901671
NEDD4L	0.0260570679363246	0.00940312596178966
NARS1	0.0696275596540762	0.0357251811458527
FECH	0.0352436435037683	0.0402724403779473
ONECUT2	0.016640288435378	0.0201668033488301
WDR7	-0.00368269791250595	0.0443514845228813
TXNL1	0.0344706424032082	0.0888673953623354
TCF4	0.0379502131091134	0.00720564495701151
POLI	0.0278801961924348	0.00189227697476399
MBD2	0.0190911096833022	0.0337978832324146
mikado.WCK01-AAH20201022-F8-rsc00060G135	-0.00594746954487415	0.0111429080302078
ELAC1	-0.0175694350665092	0.00565481411771458
ME2	0.0264750737013686	0.00122236714246639
CXXC1	-0.00859568132991771	0.050587691064479
MBD1	0.0215843295825861	0.0305868460929889
CFAP53	-0.00745553442633055	-0.000445388232479147
MYO5B	0.0341130651711279	0.0321750062076916
ACAA2	0.341204606893752	0.143039880932819
LIPG	0.0196556286346469	-0.00298658197732131
RPL17	0.254387976269609	0.186045190794538
C18orf32	0.0299703439808708	0.0548047027474998
DYM	-0.0124751362646896	0.0366014944495418
SMAD2;SMAD3	0.0128594753270441	0.0048510169581196
IER3IP1	-0.0175176855289747	0.0243394877784353
HDHD2	-0.0213744764281738	0.0624459214740101
PIAS2	0.0101186642044759	-0.00122001788119528
HAUS1	0.00369077580969142	0.0275193533556232
ATP5F1A	0.176561202353147	0.125589839114976
PSTPIP2	0.0240335098241575	0.0122474441499079
EPG5	-0.0202036664663969	0.0286874219128172
PIK3C3	-0.0163540602336752	-0.0239725208885924
LOC114107377-5	0.0249564561659627	-0.0286504515745907
mikado.WCK01-AAH20201022-F8-rsc00060G194	-0.0178934666535862	0.0256818623780239
mikado.WCK01-AAH20201022-F8-rsc00060G195	0.0371431741227093	0.0152897659416559
ELP2	0.0110770468722888	0.0303504773913067
SLC39A6	-0.00421883764241858	0.0294898044299132
RPRD1A	0.0216790418949602	0.00776723115094763
GALNT1	0.0348729702821881	0.0272205214254669
INO80C	-0.0110110880672707	0.0604506432322758
ZNF24	0.00447349013561295	0.0179470318836882
ZNF397	-0.00884513059251243	0.0101994404742114
MAPRE2	-0.00115850866152658	-0.0092138478855017
DTNA	-0.0253097120954759	0.0258787857601496
mikado.WCK01-AAH20201022-F8-rsc00060G219	0.0211059418917104	0.0443583426495135
GAREM1	0.0111689896520301	-0.0018597371552416
RNF138-1	0.0257308282678954	-0.0135838887572484
TRAPPC8	-0.0075238699639307	0.0276966490934302
TTR	0.31241100774957	0.260011888826775
mikado.WCK01-AAH20201022-F8-rsc00060G232	0.00187080474675988	0.0169493834810314
DSG3	0.0259750896154452	0.00206435673400356
DSC2	0.000649469775175835	0.00966423959404265
DSC3	0.0254397462135563	-0.0180421933323852
CDH2	0.0490274122629973	0.0476131985212133
Rad1	0.00367693760033447	0.00104753809089607
SS18	-0.00419861009180836	0.0253302325272387
IMPACT	0.0212079365687576	0.0140565134484425
OSBPL1A	-0.0584951768258567	0.0809771392158258
CABYR	0.0168116735425809	-0.00525726753362538
TTC39C	0.0415515138908898	0.034513189793391
NPC1	-0.0218922593147394	0.0362716898153672
RMC1	0.00363343078723906	0.0296855690176133
RIOK3	0.0259581180916596	0.058840241922827
RBBP8	0.00728711966591018	0.0273391723824601
mikado.WCK01-AAH20201022-F8-rsc00060G272	0.0209353827917875	0.00674043501728431
MIB1	-0.0152703861875535	0.045661500861739
ABHD3	-0.00282554523126663	0.0142810301340947
SNRPD1	0.0306408380912939	0.0522118288826596
ESCO1	0.0198216133350937	-0.0117834319665824
GREB1L	-0.0177488632385427	0.013550326431796
LARP1B	0.0305969267101915	0.00573817917271317
ROCK1	0.0208527969580098	0.02235499201762
USP14	0.0479852527205884	0.0191278845098059
THOC1	0.0173772496037145	0.014773914977949
TYMS	-5.1108484802184e-05	0.0222094857098457
ENOSF1	0.00173689913603896	0.0461474030323386
YES1	0.0196276081297147	0.0171512996523529
mikado.WCK01-AAH20201022-F8-rsc00060G299	0.0284662100499328	0.0303302307010053
METTL4	0.00712632966796825	0.0262151779448307
SMCHD1	0.0217164576085448	0.00666894988121912
EMILIN2	-0.00653717465432994	0.0378059590874324
LPIN2	0.0330124971337099	0.0393007237673475
MYOM1	-0.00090094798021413	0.00719045582434314
MYL12A	0.0701526431940118	0.0732783984233329
MYL12B	0.0569250842644954	0.0904780850287501
TGIF1	-0.0291075354876239	0.06818313378071
LOC114098695	-0.00990533402207567	0.0371184160957703
Epb41l3	0.0414277235535797	0.00375719488376505
L3MBTL4	-0.0197795375089763	0.00678038358754788
PTPRM	-0.00228430681442805	0.00685138011381918
ANKRD12	0.0109209405340441	0.0281809537775495
NDUFV2	0.00352967152774672	0.104280102948659
Rab12	0.022377160880632	0.0032344623589666
SPTLC1	-0.00502223362862122	0.0368022143841171
ROR2	0.0251705016508503	0.0219062881303938
mikado.WCK01-AAH20201022-F8-rsc00060G349	0.0260327424447634	0.0468584268272825
mikado.WCK01-AAH20201022-F8-rsc00060G350	0.060328927121276	-0.0200441192031146
NFIL3	0.0038769589407185	0.0565651940061436
AUH	0.0264021632290093	0.0311055053543613
GADD45G	0.0296143935822768	0.0288815804210909
SECISBP2	-0.0106703976692514	0.0534405932495228
mikado.WCK01-AAH20201022-F8-rsc00060G366	0.00573299514962811	0.0130525240612512
S1PR3	0.0646852492885698	-0.0187822539783378
SPIN1	0.0339075433360216	0.0186662934482831
Fbxw17	0.029037812700681	0.0120669650119377
PRSS47	0.00398881016408885	0.0107644044330963
EIF1AY;EIF1AX	-0.00503882089915902	0.0239101397174283
mikado.WCK01-AAH20201022-F8-rsc00060G391	0.00992187130757448	0.02269442434717
PHF2	-0.000992814411359957	0.0109424221871233
FAM120A	0.0559400403709948	0.0423256997808494
CARD19	-0.0251369297297796	0.0326409232785519
BICD2	0.017000220114666	0.00485496219458318
IPPK	0.0141268532323748	0.0135020284918177
ECM2	-0.0152509094665933	0.0395579981457827
NOL8	-0.0239793779972952	0.0476830730056753
IARS1	0.00295427140888522	0.0323648534940445
LOC114104752	-0.0128085151072074	-0.0184106989340162
MFSD14B	0.00901011275444902	0.0213821587649714
Zfp949	-0.00536428058034266	0.025129068591263
CTSV;CTSL	0.146892607099362	0.0466058991888563
ZNF782	0.0162482908769603	0.0113224292630722
PRXL2C	0.010079771804828	0.0342994089840455
CDC14B	0.0446208576341711	0.0226191277886076
HABP4	-0.00525053980516869	0.00303761611215116
SLC35D2	0.061365498712317	0.010625670692578
ERCC6L2	0.0189397775644835	0.0108979893992675
AOPEP	0.00496593432760707	0.0497055743639632
FBP1	0.0954889943912652	0.178360048509692
RNMT	0.0211524049788471	-0.00327620457857953
LDLRAD4	0.00050023115988133	0.00753203445881904
CEP192	-0.0064057147026094	0.0184435396490018
SEH1L	0.0154541974548203	0.031376880772869
PTPN2	0.0216944837971664	0.0103873742024433
PSMG2	0.00237288739258844	0.0393657294800424
SPIRE1	0.0189751013054024	0.00322734386051327
AFG3L2	0.0377125641367944	0.0274223435183496
TUBB6	0.0236254167397548	0.0267625082139627
CIDEA	-0.024845606646643	0.0805500935754064
mikado.WCK01-AAH20201022-F8-rsc00060G463	0.0379658775195783	-0.011767425798921
MPPE1	0.00623853978512038	0.0345843346103571
CHMP1B	0.037650804785859	0.0198826600543015
NAPG	-0.00573920169889312	0.013507372862081
VAPA	0.0253759955469254	0.0773893759139824
RAB31	0.0519300621421087	0.0479347785291635
PPP4R1	-0.00821822048409739	0.0578528319286843
RALBP1-1	0.00534382969780325	0.0212173170330521
Zfp267	0.0165289029097779	0.0158729620035085
CCNY	0.00349154840986751	-0.00282839539283412
mikado.WCK01-AAH20201022-F8-rsc00062G2	0.0129765246014879	-0.0138196889136335
Gm1110	0.0305372872276443	0.025221838189325
ACAD8	-0.000149644206254746	0.0542671035647068
THYN1	-0.00365813157881623	0.0284903191263157
NCAPD3	-0.00732223960003339	0.0248806491597087
JAM3	0.0408059392477737	-0.00600183451430984
ST14	-0.0171098362219131	0.00114518083570113
APLP2	0.050976224942929	0.11033383653485
PRDM10	-0.0157827705469929	0.00899433965497128
NFRKB	0.0283484497773483	-0.000632327000691725
ARHGAP32	-0.0075258192165212	0.019397007114087
FLI1	-0.0156946990343447	0.0247955870784864
ETS1	-0.00850304388605739	0.0144685837050832
KIRREL3	-0.00578716666233771	0.0341858273789165
ST3GAL4	0.039313465675705	0.0280340896511945
DCPS	0.0258290147101288	0.0300717382427482
FOXRED1	0.0876592549071573	0.100431067282881
FAM118B	0.0061393014247243	0.0193978341818464
RPUSD4	-0.0228791348799745	0.0557368147426117
HYLS1	-0.0168847758059003	0.0135006353943988
CHEK1	0.021943464139095	-0.0175710051355135
STT3A	0.0366782790775618	0.0554950554223777
EI24	-0.00722651653793919	0.0394401954892295
FEZ1	-0.0143411440445699	0.036199688978781
LOC107148679	0.00178457799646734	-0.0257241034272709
SLC37A2	0.00918140821384749	-0.00378333795112335
Ccdc15	0.00532215307926833	0.0158055630331444
ESAM	-0.00801407771324329	0.02340126376596
SIAE	-0.0119720721697781	0.0250544729175706
TBRG1	-0.00632348526020842	0.0252673401185554
VWA5A	-0.0135929731012154	0.129157876266304
ZNF202	-0.00669496861059931	0.0291282550046055
GRAMD1B	0.00134265156726226	0.00302830307125484
CLMP	-0.00881875310210196	-0.00572841401160811
HSPA8	0.242951316696842	0.132454476364242
SORL1	0.0282194649853367	0.0125978047275471
SC5D	0.0425342180917641	-0.00225354213844837
ARHGEF12	0.0374164218056036	0.0333176080674494
mikado.WCK01-AAH20201022-F8-rsc00062G178	-0.0163006158762563	0.0412639075556535
mikado.WCK01-AAH20201022-F8-rsc00062G180	0.000383387820200232	0.0051323567535903
THY1	-0.000494575462224331	0.0366494719207193
MCAM	0.0132624800587735	0.0251022205687195
PDZD3	-0.0174621669748736	0.025816118709821
NLRX1	0.034632701990457	0.0190818047375371
HINFP	0.0158867739138451	0.0150730412322056
C2CD2L	0.00589765591422873	0.0164911703106742
DPAGT1	-0.000371693139072037	0.0188145031696729
HMBS	0.00389162724678523	0.0499952393395653
VPS11	0.00328704903151597	0.0375218013738136
SLC37A4	0.02298763817443	0.130656628368892
TRAPPC4	0.00911212725134802	0.0276090193490795
RPS25	0.214055335369441	0.233813195695113
CENATAC	-0.00174508586632513	0.0214541679068376
BCL9L	0.0179810026238273	0.029267695942158
FTL-1	0.0078503848662138	0.0306656262351318
TREH	-0.0838216143252793	0.118959874817201
ARCN1	-0.00338709046150463	0.0204704578815688
IFT46	0.0200978499760072	0.023051027247297
TTC36	0.158086076889604	0.204056130097584
KMT2A	0.0132402671063527	0.0117707355377106
ATP5MG	0.194510818026925	0.184032363046425
UBE4A	0.0151343990722962	0.0459879643577146
CD3D	0.00558535454359313	0.0281331199957155
CD3E	-0.00831316965195191	0.0263043914078447
MPZL3	0.00909784860944136	0.0109796263910443
FXYD6	0.00816083208111983	0.0488987043958676
FXYD2;FXYD6-FXYD2	0.00136647822603356	0.0863950196393476
CEP164	0.000634505837418065	0.0113701085492842
RNF214	0.0243378917837108	0.00989607017279083
PCSK7	0.0251694717088819	0.0222735253098341
SIDT2	-0.0450429927497892	0.0820907019201479
PAFAH1B2	-0.00749993889373567	-0.00196087602389474
SIK3	0.0374288963140689	0.0310623845678297
APOA1	0.0209010377750018	0.508424748676253
APOC3	0.321215472664557	0.223049112724705
APOA5	0.0430847421895527	0.0382704532853792
BUD13	0.0123802746717181	0.0105544998526441
CADM1	0.0241009943187767	0.0359700379178474
REXO2	0.0123104167002311	0.0462450639839883
NNMT	-0.0107502890049088	0.0495266730646107
USP28	0.0110932589192454	0.0226978247385783
ZW10	0.0223050322146036	0.0110074948120832
TTC12	0.0150399858078644	0.0239909131487711
PTS	0.00239736442304917	0.0567896319228828
BCO2	-0.00139424642087162	0.0554041906314768
IL18	0.0136417394586057	0.0166702944991018
SDHD-1	0.0453837499610639	0.11258650923057
TIMM8B	0.0112321467937126	0.103890765007986
NKAPD1	-0.0137248737801456	0.0378116770419781
PIH1D2	-0.0166517444575637	0.0258388616688946
DLAT	0.0707626612725705	-0.0228385739590634
DIXDC1	0.099907135523584	-0.0114346962530666
C11orf52	-0.0292000855888058	0.0733687241383592
HSPB2	-0.0131357912553944	0.00761753037851081
CRYAB	-0.00215133571525067	0.00172848720216694
C11orf1	0.0225078782440014	0.0354094739774094
ALG9	0.015598016435542	0.0268308582644497
PPP2R1B	-0.00183147742474909	0.0197368506278033
LAYN	0.0359842342655852	-0.00115806191384778
COLCA2	0.0282123957998139	0.00840045682622904
FDX1	0.06766484139994	0.0752733896295802
RDX	0.0265255711956623	0.0438484434435231
ZC3H12C	0.0123787544844331	-0.000893436367928367
DDX10	0.000199950472157735	0.0284355661008935
POGLUT3	0.0148500118800012	0.00184917632070765
ATM	0.00196539117779313	0.013331306238279
NPAT	0.00840210913440368	0.0031702074310171
ACAT1	-0.0302446161833692	0.0546363889877171
CUL5	0.0278887509868814	0.00495261301170879
ALKBH8	0.0141042114858745	0.0123643444852362
CWF19L2	0.00167488217456393	-0.0184473582170801
AASDHPPT	0.00126065649046107	0.00981427745435921
KBTBD3	-0.00233757913657122	0.00953611495381775
CASP1	-0.00668356896469473	0.0381924627569629
CASP5;CASP4	0.00398008424597609	0.0420749255907098
PDGFD	-0.0418945706843594	-0.00754230187252203
DYNC2H1	0.0131752321953913	-0.00778615295093097
DCUN1D5	0.0203784133936952	0.0496670948716891
TMEM123	0.00772482900837648	0.00444552904748033
BIRC2	0.00682103963354675	0.0399710288009155
BIRC3	-0.00121913261787498	0.0242645035192426
YAP1	0.00573762674550497	0.0357043781625854
ARHGAP42	0.0047753756768402	0.0204855678249052
MTMR2	0.031266659390024	-0.00881221718762999
CEP57	-0.00615663934899333	0.0170151028734701
FAM76B	0.0264510387593059	-0.00288026053094855
ENDOD1	-0.00806316289356479	0.0271723895366127
CWC15	0.0138152718553341	0.0711387357481452
MRE11	0.00582760686916448	0.0178750039367009
C11orf54	-0.0171587932551843	0.0278715625345097
TAF1D	-0.00300343988706373	0.0376145447135262
CEP295	0.00480207754658855	0.020111354658534
mikado.WCK01-AAH20201022-F8-rsc00062G414	0.0297152343600576	0.0429823010316777
SLC36A4	0.00465091862792742	0.00256827489701256
MTNR1B	-0.0393134682505725	0.0663078390453298
CHORDC1-1	0.0193929001367493	0.0231909654391749
RAB4A	0.0223098920545478	0.0189154468078343
NUP133	0.051167865399176	0.0107262878706495
GALNT2	0.0152003618259934	0.0334518304728786
COG2	0.00478528562040803	0.041210367212957
AGT	0.0431079382881556	0.280396501960147
TTC13	-0.014118731566317	0.0344186521523305
ARV1	0.00613915098556009	0.0442151913906656
C1orf131	0.0104758357729476	0.0584719064847833
GNPAT	0.0206071086515035	0.0224954387673778
EGLN1	0.0268186536442517	0.0196885102131901
TSNAX	-0.00187887720702403	0.0151161267760748
MAP10	-0.000877247180353501	0.0202120099318239
NTPCR	0.0196379401977828	0.0550537687853396
TARBP1	-0.00352571356168212	0.0530065628094879
IRF2BP2	0.00959780846289264	0.0245216776890416
TOMM20	-0.0206169055165566	0.0538710485611245
RBM34	0.00694964500083555	0.0172180678025585
ARID4B	0.0260174574098521	0.0236624833553602
GGPS1	0.0242298871772658	0.0450609529489061
TBCE	0.00742409417251461	0.0325120907669335
B3GALNT2	0.00834182922645131	0.000824434809847838
LYST	0.00547669939923058	0.0182477777919772
NID1	0.011344677646454	-0.00303438050887431
GPR137B	0.0152686321766694	0.03777635775263
ERO1B	-0.00778975570277359	0.0176985977621787
EDARADD	0.0395224025540102	0.0241052547471187
LGALS8	0.0536219712037485	-0.0102328145455977
HEATR1	0.00436252870981641	0.0309729323923243
MTR	0.0358477675646883	-0.00720641105748629
ZMYND11	0.0155158372941131	0.0394733100346189
LARP4B	0.0155313441862964	0.0578038147387884
GTPBP4	0.0356833981123426	0.040649853689543
IDI1	0.410805779874893	-0.109585833108137
WDR37	0.0185143859577786	-0.0167408440166704
PFKP	-0.0100187753235898	0.0123852948143997
PITRM1	0.00773994246779718	0.0216100917975266
LOC114106181	-0.00248284377979736	0.0121520745917006
Akr1e1	-0.000933983038264538	0.015592312307356
Akr1c6-1	0.00199773725301096	0.063873151743152
Akr1c6-2	0.182422580336464	0.0839429664779718
Akr1c6-3	0.0171416191757099	0.0501714469354838
Akr1c6-4	-0.00845334076667343	0.122463304760323
Akr1c6-5	-0.0139730457963551	0.127867500695322
LOC114100208	-0.0525577220877095	0.12676387684545
NET1	0.0128059296894888	-0.010444617214571
ASB13	-0.00683196453069566	0.0566132607232495
TASOR2	-0.00149372982411726	0.0221914030209485
GDI2	0.0872270379499429	0.0671878666477444
mikado.WCK01-AAH20201022-F8-rsc00071G135	1.75851253042458e-05	-0.00942035440671972
ANKRD16	0.00206983377687604	0.0159600934543278
FBH1	0.0248404388441781	0.0415362041160335
Il15ra	0.0168623297857424	0.0167491023778278
RBM17	0.0220028741697131	0.0463958369337424
ITIH2	0.330719317811729	0.0587909637820906
KIN	0.00280864625729281	0.024877448382851
ATP5F1C	0.0688748063263715	0.10756342164697
TAF3	0.00771985249677277	-0.00893462337704573
GATA3	-0.00925968482527678	0.015365752762437
CELF2	-0.000730304812510072	0.0137226713523881
USP6NL	0.0151690074158137	0.0233394378652865
ECHDC3	-0.00471715073997286	0.0146443519847424
UPF2	0.0501747571112309	0.00210086512368432
DHTKD1	0.118563173970772	0.0702757551888485
SEC61A2	0.000648228575456844	0.0101054338451559
NUDT5	0.0174370572845207	0.0366746670155939
CDC123	0.0267107495534766	0.0528011206934248
YME1L1	0.053371623455474	0.077802738192964
ACBD5	0.0332593180401735	0.0395257423645491
ABI1	0.0164674341069933	0.0296741957846433
PDSS1	0.00892286778332308	-0.0214366729108995
LOC114106255	0.0155918387887821	0.0157040276715678
APBB1IP	0.0307127896490299	0.000305335699245762
THNSL1	0.0238595264019965	0.0400603932833118
PRTFDC1	0.021473197233006	0.00889593519640856
ARHGAP21	0.0130655355727035	0.0276521931885136
KIAA1217	0.0288306139204764	0.0105030172817245
LOC114102968	0.145281142583083	0.118964489802566
C8orf33-9	-0.00376702201280224	0.0467382966050167
ZNF16	0.0156482748722686	0.0271170313189294
ZNF250	-0.0103653754874474	0.00554947477163263
RPL8	0.190832656730268	0.156675466637
ZNF7	0.0141489688474705	0.0149225964153524
ZNF251	-0.00214248404428719	0.00823594216499945
COMMD5;LOC101928879	0.0402020308222016	0.0207522998552142
mikado.WCK01-AAH20201022-F8-rsc00073G12	0.0293790567752027	0.0197635430537133
mikado.WCK01-AAH20201022-F8-rsc00073G23	0.0264455073698603	0.0221592916056142
C8orf82	0.00215711707085998	0.0722238092808637
LRRC24	-0.00187288710626645	0.0366816875028324
LRRC14	0.00589140426454286	0.0479721256560631
MFSD3	0.018101579902621	0.0509049574293106
GPT	0.0234065313163574	0.110199598704607
PPP1R16A	0.0434185381690459	0.0414854690479539
KIFC2	0.0242551890627317	0.0198256603428526
TONSL	0.0084915549846675	-0.0010498142088823
VPS28	0.0418114968338361	0.116848380333292
SLC39A4	-0.0316025235178637	0.139561827199293
CPSF1	0.00211068950062096	0.0335493592599058
ADCK5	0.01124836369908	0.0456256885418652
SLC52A1;SLC52A2	0.0215889065230181	0.0165577004561296
FBXL6	0.0142443937521959	0.0304941508820988
TMEM249	-0.0111109387910372	0.0169073597839654
DGAT1	0.00518077944442553	0.0321724978996655
HSF1	0.0255408202546154	0.0188209577670346
BOP1	0.0266217664236402	0.0387247719973291
Mroh1	0.0085806602177794	0.0363291374329737
HGH1	0.0141777098134172	0.0433899495554613
MAF1	0.0184296446001293	0.0362325873946205
SHARPIN	0.00192276737421677	0.0565521976329251
CYC1	0.0125305380817422	0.1325013996818
GPAA1	0.0465681648416396	0.0602070347119927
EXOSC4	0.0210898736664541	0.069863808181317
OPLAH	-0.000979299559968095	0.0956311626081477
Smpd5	0.00320253791778208	0.0646758023985513
GRINA	0.0715260950538149	0.114416755258653
PARP10	0.0106338698819974	0.0351804302048837
PLEC	0.00878717739389459	0.0439575622348429
EPPK1	-0.0225036290241233	0.0481844030126631
PUF60	0.0403356631520719	0.0716642430172537
SCRIB	0.0235673556960644	0.00307703315120027
IQANK1	-0.00171657511012229	-0.000582930621758405
mikado.WCK01-AAH20201022-F8-rsc00073G62	-0.0144212023965832	0.0296595054619707
FAM83H	0.0177187959290264	0.0361294361901902
ZNF707	0.0208627726371634	0.0230954730376062
ZNF623	-0.0195378141455704	0.0217726949536665
GFUS	0.0514194383353086	0.0761899334526071
EEF1D	0.0716854047862267	0.103206638289287
NAPRT	0.0223605177059903	0.0645503341972412
GSDMD	0.0144187240072565	0.0396184220432667
ZC3H3	0.00637344142810136	0.0468569044282014
ZNF696	0.0112182733689984	0.0125761684732822
GPIHBP1	-0.0326429360359365	0.0675281691615586
LY6H	0.00977642514454105	0.0211539789190925
LY6E	0.0372070591431776	0.0457365540321051
PSCA	0.00978382354039086	0.0210514689792988
JRK	0.00697652320731542	0.00289734583667649
Tsnare1	0.00875689515991931	0.00134070540395422
Dennd3	-0.0106275775219343	0.020186402987211
PTK2	-0.00998052333857749	0.0495992959744664
AGO2	0.00755500854412282	0.0131519824169415
CHRAC1	0.0162458607740123	0.026011089312928
TRAPPC9	0.0177862765330178	0.0434976343324486
Gm33887;Gm40814;LOC118567481;LOC118568683;LOC118568080;LOC118567893;LOC118567621;LOC118567918;Gm46911;Gm46290-5	0.0239952205100264	0.0173354736677567
KHDRBS3	0.0388869518958689	0.000839974126801772
ZFAT	-0.00202278278019642	-0.00430526326206052
ST3GAL1	-0.0017285378681566	0.0783393843577472
NDRG1	0.00170730662555249	0.00544237165292918
SLA	0.0248138190255974	-0.00148973168585233
PHF20L1	0.0106187497503724	0.0288194306932672
Lrrc6	0.00763085432558623	0.0119126126910799
EFR3A	-0.00689484595811316	0.00933069516866951
ASAP1	0.00911201438957783	0.0269919670207174
CYRIB	0.00400449879652985	0.0575609149944398
GSDMC	0.00118997507278886	0.0322479716871384
mikado.WCK01-AAH20201022-F8-rsc00073G173	0.0992424613442964	-0.0291983869435283
MYC	0.0059874693087965	0.00655436739558285
mikado.WCK01-AAH20201022-F8-rsc00073G188	0.00500874750011582	0.0328009842819985
TRIB1	-0.00267920680532473	0.071375192340983
NSMCE2	0.0249209203773325	0.0277488471118281
WASHC5	0.0134202308306533	0.0433254895142074
SQLE	0.059437539078213	-0.0161766450408357
MTSS1	0.0676578298257525	0.0540285600707956
NDUFB9	-0.0013999140523708	0.14317498576179
TATDN1	0.00828685294633042	0.0332872993005777
RNF139	0.0173221489078323	0.0127982826599039
FAM91A1	-0.000955130472457393	0.0406728083132751
ATAD2	0.0211626068769611	0.0101139498382765
ZHX1	0.0329913885537266	0.0100557964464479
ZHX1-C8orf76;C8orf76	0.0204448026770577	0.0219735175307256
TBC1D31	-0.0226435108421152	0.00423949440201623
DERL1	-0.00954100322442557	0.0401575795227227
mikado.WCK01-AAH20201022-F8-rsc00073G231	-0.0123195788623952	0.00461109812289965
mikado.WCK01-AAH20201022-F8-rsc00073G232	0.0309620295654674	0.00144845537469384
SNTB1	0.0318850632960114	0.063795383239508
mikado.WCK01-AAH20201022-F8-rsc00073G237	-0.0085506329754978	0.0391911004868495
MRPL13	0.00300954371287512	0.0585849341231708
COL14A1	0.00972407635558467	-0.00123859326158059
TAF2	0.0107991679330596	0.0215399285187406
ENPP2	0.0178355868515007	0.0685340195931157
MAL2	-0.00486116506188421	0.0287892710999146
COLEC10	0.017134733137963	0.00301784886788881
SAMD12	-0.0032562964760092	0.0157648439391209
EXT1	-0.0122367919702228	0.0348860223244392
MED30	0.0405673667915517	0.00991382032890566
RAD21	0.0323250890997842	0.0150173260860089
UTP23	0.00413727837727986	0.00956980776056695
EIF3H	0.0469810258185901	0.0921024470427717
MCFD2	0.0127011389040192	0.0408586137788417
EBAG9	0.00759911533822356	0.0456179893168128
ENY2	0.00533147719406116	0.104055271591704
NUDCD1	0.013338888993641	0.0178552631125432
EMC2	0.00890348854852658	0.0134962913663436
EIF3E	0.0613316199854253	0.0622075742138722
OXR1	0.0254602941318636	0.0189642934238658
ZFPM2	0.0199985895025908	0.011204274924498
LRP12	0.0145617417344278	-0.00932335130514318
DPYS	0.0150579822454953	0.00646514510928346
DCAF13	0.00735628363369248	0.0189204470221517
ATP6V1C1	0.0109297152236948	0.0111851045530835
AZIN1	0.0169975134288398	0.0313301178037017
UBR5	-0.0195262797749107	0.0341101948967336
RRM2B	0.0111767122983867	0.0324392912929669
YWHAZ	0.0504279755157033	0.0466011074068331
PABPC1;PABPC3	0.0858011195323614	0.146983866656135
ANKRD46	0.00709477451845689	0.0492836230253244
RNF19A	-0.00234362208326543	0.0386716989419323
SPAG1	0.00923512951858736	0.0225361881186359
